symbol,sectorCode,mapMethod,confidenceGrade
OGS,ENERGY,RULE,B
MTD,CONSUMER,ML_NAME_IMPUTED,C3
NET,SOFTWARE,EXPLICIT,A
NRDY,SOFTWARE,ML_NAME_IMPUTED,C2
NEU,CHEM_STEEL,ML_NAME_IMPUTED,C3
MTH,CONSTRUCT,EXPLICIT,A
MTG,FINANCE,ML_NAME_IMPUTED,C3
MTN,CONSUMER,RULE,B
MTR,FINANCE,RULE,B
NBHC,FINANCE,RULE,B
NVR,SEMI,ML_NAME_IMPUTED,C3
NVT,SHIP_DEF,ML_NAME_IMPUTED,C3
NFG,ENERGY,RULE,B
MTX,CHEM_STEEL,RULE,B
MTW,SHIP_DEF,ML_NAME_IMPUTED,C3
OHI,HEALTH_SVC,RULE,B
MTZ,SEMI,ML_NAME_IMPUTED,C3
NRGV,ENERGY,RULE,B
NWN,CONSUMER,ML_NAME_IMPUTED,C3
MS,FINANCE,EXPLICIT,A
MZYX,FINANCE,RULE,B
NXRT,FINANCE,RULE,B
MUR,ENERGY,RULE,B
MX,SEMI,RULE,B
MUX,CHEM_STEEL,RULE,B
NGL,ENERGY,RULE,B
NC,SHIP_DEF,RULE,B
OBDC,FINANCE,RULE,B
NE,SHIP_DEF,ML_NAME_IMPUTED,C3
MTNE,IT_HW,RULE,B
NXE,ENERGY,RULE,B
NGS,ENERGY,RULE,B
NI,ENERGY,EXPLICIT,A
NL,SHIP_DEF,RULE,B
NP,FINANCE,RULE,B
NU,SOFTWARE,ML_NAME_IMPUTED,C2
NX,CONSTRUCT,RULE,B
NHI,HEALTH_SVC,RULE,B
MUSA,CONSTRUCT,ML_NAME_IMPUTED,C2
OC,SHIP_DEF,ML_NAME_IMPUTED,C3
NCLH,CONSTRUCT,ML_NAME_IMPUTED,C3
MWA,AUTO,ML_NAME_IMPUTED,C3
NYC,FINANCE,ML_NAME_IMPUTED,C2
OI,SOFTWARE,ML_NAME_IMPUTED,C3
NVRI,BATTERY,ML_NAME_IMPUTED,C3
NYT,SHIP_DEF,ML_NAME_IMPUTED,C2
NIC,FINANCE,RULE,B
NIQ,AUTO,ML_NAME_IMPUTED,C3
NXDR,SOFTWARE,ML_NAME_IMPUTED,C3
NXDT,FINANCE,RULE,B
NKE,CONSUMER,EXPLICIT,A
PATH,SOFTWARE,EXPLICIT,A
PR,CHEM_STEEL,RULE,B
PS,FINANCE,ML_NAME_IMPUTED,C3
PACS,TELCO_MEDIA,ML_NAME_IMPUTED,C3
PNC,FINANCE,EXPLICIT,A
OPTU,TELCO_MEDIA,RULE,B
OLN,CHEM_STEEL,EXPLICIT,A
OLP,FINANCE,RULE,B
PNR,SHIP_DEF,EXPLICIT,A
PNW,ENERGY,EXPLICIT,A
QTWO,BATTERY,ML_NAME_IMPUTED,C3
QLEP,FINANCE,RULE,B
OMC,TELCO_MEDIA,EXPLICIT,A
PSFE,ENERGY,ML_NAME_IMPUTED,C3
OMF,BATTERY,ML_NAME_IMPUTED,C3
POR,ENERGY,EXPLICIT,A
PACK,CONSUMER,ML_NAME_IMPUTED,C3
OPFI,SOFTWARE,ML_NAME_IMPUTED,C2
PPG,CHEM_STEEL,EXPLICIT,A
ONL,FINANCE,RULE,B
PPL,ENERGY,EXPLICIT,A
PUMP,CONSUMER,ML_NAME_IMPUTED,C3
PRGO,AUTO,ML_NAME_IMPUTED,C3
P,SOFTWARE,ML_NAME_IMPUTED,C2
Q,IT_HW,RULE,B
R,SEMI,ML_NAME_IMPUTED,C3
ONT,SHIP_DEF,ML_NAME_IMPUTED,C3
PNNT,FINANCE,ML_NAME_IMPUTED,C3
QSR,CONSUMER,RULE,B
PAG,AUTO,EXPLICIT,A
OKLO,SOFTWARE,ML_NAME_IMPUTED,C1
PAR,IT_HW,RULE,B
PXED,CONSUMER,RULE,B
PRIM,CONSTRUCT,ML_NAME_IMPUTED,C3
PRG,SOFTWARE,ML_NAME_IMPUTED,C3
POST,CONSUMER,ML_NAME_IMPUTED,C3
PRI,CONSUMER,ML_NAME_IMPUTED,C3
PAY,FINANCE,RULE,B
PRM,IT_HW,RULE,B
PBA,CHEM_STEEL,ML_NAME_IMPUTED,C2
PRS,FINANCE,RULE,B
PRU,FINANCE,EXPLICIT,A
PRT,FINANCE,RULE,B
PBF,ENERGY,RULE,B
PBI,SEMI,ML_NAME_IMPUTED,C3
PBH,HEALTH_SVC,RULE,B
OPY,SOFTWARE,ML_NAME_IMPUTED,C3
PAYC,SOFTWARE,EXPLICIT,A
PSA,CONSUMER,ML_NAME_IMPUTED,C3
PBT,FINANCE,RULE,B
QRED,FINANCE,RULE,B
PSN,BATTERY,ML_NAME_IMPUTED,C3
PSX,ENERGY,EXPLICIT,A
PCG,ENERGY,EXPLICIT,A
PAGS,SOFTWARE,RULE,B
ONTO,CONSUMER,ML_NAME_IMPUTED,C3
ORA,IT_HW,RULE,B
ORC,FINANCE,RULE,B
PLOW,SHIP_DEF,ML_NAME_IMPUTED,C3
ORI,CONSTRUCT,ML_NAME_IMPUTED,C3
ORN,TELCO_MEDIA,ML_NAME_IMPUTED,C3
PERF,IT_HW,ML_NAME_IMPUTED,C3
PRKS,CONSUMER,RULE,B
PDM,FINANCE,RULE,B
PRLB,SOFTWARE,ML_NAME_IMPUTED,C3
PDS,CHEM_STEEL,ML_NAME_IMPUTED,C3
OSG,FINANCE,ML_NAME_IMPUTED,C3
OSK,CHEM_STEEL,ML_NAME_IMPUTED,C3
PLNT,SOFTWARE,ML_NAME_IMPUTED,C3
OTAI,FINANCE,RULE,B
PFSI,FINANCE,RULE,B
PEB,FINANCE,RULE,B
PEG,ENERGY,EXPLICIT,A
PEN,CONSUMER,ML_NAME_IMPUTED,C3
OTF,FINANCE,RULE,B
PEW,SOFTWARE,RULE,B
PVH,CONSUMER,EXPLICIT,A
OPLN,CONSUMER,ML_NAME_IMPUTED,C3
PVL,FINANCE,RULE,B
QXO,CONSTRUCT,ML_NAME_IMPUTED,C2
PFE,CONSUMER,ML_NAME_IMPUTED,C3
QGEN,CHEM_STEEL,ML_NAME_IMPUTED,C3
PFS,FINANCE,RULE,B
PWR,CONSTRUCT,EXPLICIT,A
OUT,TELCO_MEDIA,RULE,B
PRMB,CONSUMER,RULE,B
PCOR,SOFTWARE,EXPLICIT,A
PHIN,AUTO,EXPLICIT,A
PGR,FINANCE,EXPLICIT,A
OVV,FINANCE,ML_NAME_IMPUTED,C3
OOMA,CONSUMER,ML_NAME_IMPUTED,C3
PHM,CONSTRUCT,EXPLICIT,A
OWLT,SOFTWARE,ML_NAME_IMPUTED,C2
PINE,FINANCE,RULE,B
PHR,CONSUMER,ML_NAME_IMPUTED,C3
PINS,SOFTWARE,EXPLICIT,A
QUAD,SOFTWARE,ML_NAME_IMPUTED,C2
OWL,FINANCE,RULE,B
PYT,FINANCE,RULE,B
PNFP,FINANCE,RULE,B
ONIT,TELCO_MEDIA,ML_NAME_IMPUTED,C3
PDCC,FINANCE,RULE,B
PII,ENERGY,ML_NAME_IMPUTED,C3
OSCR,HEALTH_SVC,RULE,B
PFGC,CONSUMER,RULE,B
PSQH,SOFTWARE,ML_NAME_IMPUTED,C2
OXM,SHIP_DEF,RULE,B
OXY,ENERGY,EXPLICIT,A
PJT,HEALTH_SVC,ML_NAME_IMPUTED,C3
PIPR,CONSUMER,ML_NAME_IMPUTED,C3
PSTL,FINANCE,RULE,B
PSBD,FINANCE,RULE,B
ORCL,SOFTWARE,EXPLICIT,A
PKE,SHIP_DEF,RULE,B
PKG,CHEM_STEEL,ML_NAME_IMPUTED,C3
OII,SHIP_DEF,ML_NAME_IMPUTED,C3
PLUN,FINANCE,RULE,B
OIS,ENERGY,RULE,B
PLGO,FINANCE,RULE,B
PRSU,HEALTH_SVC,RULE,B
PAAS,CHEM_STEEL,RULE,B
PLD,CONSTRUCT,ML_NAME_IMPUTED,C3
PARR,CONSTRUCT,ML_NAME_IMPUTED,C3
ONON,SOFTWARE,ML_NAME_IMPUTED,C3
PFLT,FINANCE,RULE,B
OR,CHEM_STEEL,ML_NAME_IMPUTED,C1
OKE,ENERGY,EXPLICIT,A
OTIS,CONSTRUCT,ML_NAME_IMPUTED,C3
PB,FINANCE,RULE,B
PD,CONSUMER,ML_NAME_IMPUTED,C3
PMT,FINANCE,RULE,B
PG,CONSUMER,EXPLICIT,A
PH,SHIP_DEF,EXPLICIT,A
PK,CONSUMER,RULE,B
PL,SOFTWARE,ML_NAME_IMPUTED,C1
PM,CONSUMER,EXPLICIT,A
RNGR,ENERGY,RULE,B
RRC,ENERGY,EXPLICIT,A
SMBK,FINANCE,RULE,B
RHLD,FINANCE,ML_NAME_IMPUTED,C3
RBA,CONSTRUCT,ML_NAME_IMPUTED,C3
RBC,SEMI,ML_NAME_IMPUTED,C3
RRX,BATTERY,ML_NAME_IMPUTED,C3
SLQT,CONSUMER,ML_NAME_IMPUTED,C3
RSG,CONSTRUCT,ML_NAME_IMPUTED,C2
RSI,SOFTWARE,RULE,B
RC,FINANCE,RULE,B
RAMP,CONSUMER,ML_NAME_IMPUTED,C3
RF,FINANCE,RULE,B
SEG,TELCO_MEDIA,RULE,B
RH,CONSUMER,ML_NAME_IMPUTED,C3
SEI,ENERGY,RULE,B
RCI,TELCO_MEDIA,RULE,B
RCL,FINANCE,ML_NAME_IMPUTED,C3
RL,CONSUMER,EXPLICIT,A
SMRT,SOFTWARE,ML_NAME_IMPUTED,C2
RM,FINANCE,ML_NAME_IMPUTED,C3
SES,BATTERY,EXPLICIT,A
RS,CHEM_STEEL,EXPLICIT,A
RVII,FINANCE,ML_NAME_IMPUTED,C2
RY,FINANCE,RULE,B
REXR,FINANCE,RULE,B
SA,CHEM_STEEL,RULE,B
RBRK,SOFTWARE,ML_NAME_IMPUTED,C1
SB,CONSTRUCT,ML_NAME_IMPUTED,C3
SD,ENERGY,RULE,B
S,SOFTWARE,ML_NAME_IMPUTED,C2
SF,FINANCE,RULE,B
SG,SOFTWARE,ML_NAME_IMPUTED,C2
SAMO,FINANCE,RULE,B
SI,CONSUMER,ML_NAME_IMPUTED,C3
RTX,SHIP_DEF,EXPLICIT,A
SFL,BATTERY,ML_NAME_IMPUTED,C3
SM,ENERGY,RULE,B
RDN,TELCO_MEDIA,ML_NAME_IMPUTED,C2
RDDT,SOFTWARE,EXPLICIT,A
RDW,CHEM_STEEL,ML_NAME_IMPUTED,C3
SGHC,CONSUMER,ML_NAME_IMPUTED,C3
SDRL,ENERGY,ML_NAME_IMPUTED,C3
SECZ,CHEM_STEEL,ML_NAME_IMPUTED,C3
REF,SOFTWARE,ML_NAME_IMPUTED,C3
SGI,CONSUMER,ML_NAME_IMPUTED,C3
SGU,CONSTRUCT,ML_NAME_IMPUTED,C3
RES,CONSTRUCT,ML_NAME_IMPUTED,C3
REX,CHEM_STEEL,RULE,B
REZI,IT_HW,RULE,B
RVI,FINANCE,ML_NAME_IMPUTED,C3
RYAN,SOFTWARE,ML_NAME_IMPUTED,C3
RYAM,CHEM_STEEL,RULE,B
RFL,SOFTWARE,ML_NAME_IMPUTED,C2
SCCO,CHEM_STEEL,EXPLICIT,A
SHO,CONSUMER,RULE,B
SHW,CHEM_STEEL,EXPLICIT,A
RCUS,BIO,RULE,B
SIND,SEMI,ML_NAME_IMPUTED,C3
RGA,FINANCE,RULE,B
RWT,FINANCE,RULE,B
SIG,ENERGY,ML_NAME_IMPUTED,C3
SII,CHEM_STEEL,ML_NAME_IMPUTED,C3
RGR,SHIP_DEF,ML_NAME_IMPUTED,C2
SBSI,FINANCE,RULE,B
RXO,CONSTRUCT,EXPLICIT,A
RHI,SHIP_DEF,ML_NAME_IMPUTED,C3
RITM,FINANCE,RULE,B
SJM,CONSUMER,EXPLICIT,A
RHP,HEALTH_SVC,RULE,B
SJT,FINANCE,RULE,B
RYN,FINANCE,RULE,B
RVLV,TELCO_MEDIA,ML_NAME_IMPUTED,C2
SKE,CHEM_STEEL,ML_NAME_IMPUTED,C2
RIG,CONSTRUCT,ML_NAME_IMPUTED,C3
RYZ,CONSUMER,ML_NAME_IMPUTED,C3
SLVM,BATTERY,ML_NAME_IMPUTED,C3
RACE,CHEM_STEEL,ML_NAME_IMPUTED,C3
SKT,SHIP_DEF,ML_NAME_IMPUTED,C3
SMHI,CONSTRUCT,RULE,B
SKY,CONSTRUCT,RULE,B
SLB,ENERGY,EXPLICIT,A
SLF,FINANCE,RULE,B
RJF,FINANCE,RULE,B
SLG,FINANCE,RULE,B
SHAK,SOFTWARE,ML_NAME_IMPUTED,C2
SLGN,SOFTWARE,ML_NAME_IMPUTED,C3
SMA,FINANCE,RULE,B
SMC,FINANCE,ML_NAME_IMPUTED,C3
SDHC,CONSTRUCT,RULE,B
SMG,CONSUMER,ML_NAME_IMPUTED,C3
SARO,SHIP_DEF,ML_NAME_IMPUTED,C3
SMP,AUTO,ML_NAME_IMPUTED,C1
SMR,ENERGY,RULE,B
RKT,SHIP_DEF,RULE,B
SKYH,TELCO_MEDIA,ML_NAME_IMPUTED,C3
RLI,CHEM_STEEL,ML_NAME_IMPUTED,C3
RLJ,FINANCE,RULE,B
SBXD,CHEM_STEEL,RULE,B
SKIL,SOFTWARE,ML_NAME_IMPUTED,C2
SITE,CONSUMER,ML_NAME_IMPUTED,C3
SITC,CHEM_STEEL,ML_NAME_IMPUTED,C3
RMD,HEALTH_SVC,EXPLICIT,A
SCHW,FINANCE,EXPLICIT,A
RSKD,SOFTWARE,ML_NAME_IMPUTED,C2
RNG,SOFTWARE,ML_NAME_IMPUTED,C2
RNR,SOFTWARE,ML_NAME_IMPUTED,C3
RBLX,TELCO_MEDIA,EXPLICIT,A
SAGU,FINANCE,ML_NAME_IMPUTED,C1
ROG,SHIP_DEF,ML_NAME_IMPUTED,C3
SAFE,CHEM_STEEL,ML_NAME_IMPUTED,C3
ROL,SHIP_DEF,ML_NAME_IMPUTED,C3
ROK,SHIP_DEF,EXPLICIT,A
RNST,BATTERY,ML_NAME_IMPUTED,C3
SAH,AUTO,RULE,B
SAM,CONSUMER,ML_NAME_IMPUTED,C3
SFBS,FINANCE,RULE,B
RPC,FINANCE,RULE,B
SAR,FINANCE,ML_NAME_IMPUTED,C2
RPM,CONSUMER,ML_NAME_IMPUTED,C3
RPT,FINANCE,RULE,B
SBH,CONSUMER,RULE,B
SBR,FINANCE,RULE,B
RVTY,HEALTH_SVC,ML_NAME_IMPUTED,C3
SCI,ENERGY,ML_NAME_IMPUTED,C3
RAL,CHEM_STEEL,ML_NAME_IMPUTED,C3
SCM,FINANCE,RULE,B
SCL,CONSUMER,ML_NAME_IMPUTED,C3
SPHR,TELCO_MEDIA,RULE,B
STC,SOFTWARE,RULE,B
TRIN,FINANCE,RULE,B
STE,CHEM_STEEL,ML_NAME_IMPUTED,C3
TEX,SEMI,ML_NAME_IMPUTED,C3
TPVG,FINANCE,RULE,B
STN,CONSUMER,ML_NAME_IMPUTED,C3
SNDR,CONSTRUCT,EXPLICIT,A
TFC,FINANCE,EXPLICIT,A
STT,FINANCE,EXPLICIT,A
STZ,CONSUMER,RULE,B
SSMR,CHEM_STEEL,RULE,B
SUI,FINANCE,ML_NAME_IMPUTED,C3
TFX,SEMI,ML_NAME_IMPUTED,C3
TAP.A,CONSUMER,RULE,B
SUN,CHEM_STEEL,ML_NAME_IMPUTED,C3
SPXC,IT_HW,RULE,B
TGE,TELCO_MEDIA,ML_NAME_IMPUTED,C3
TOST,SOFTWARE,EXPLICIT,A
SNDA,SEMI,ML_NAME_IMPUTED,C3
TGT,CONSUMER,EXPLICIT,A
THC,HEALTH_SVC,EXPLICIT,A
SVV,FINANCE,ML_NAME_IMPUTED,C3
THG,FINANCE,RULE,B
T,TELCO_MEDIA,EXPLICIT,A
THO,SHIP_DEF,RULE,B
SN,SOFTWARE,ML_NAME_IMPUTED,C3
SO,ENERGY,EXPLICIT,A
SR,SOFTWARE,ML_NAME_IMPUTED,C3
SPIR,SOFTWARE,ML_NAME_IMPUTED,C3
ST,IT_HW,RULE,B
STAG,SHIP_DEF,RULE,B
SU,ENERGY,RULE,B
TDOC,HEALTH_SVC,RULE,B
SW,AUTO,ML_NAME_IMPUTED,C3
SWK,SHIP_DEF,EXPLICIT,A
TIC,IT_HW,RULE,B
TD,FINANCE,RULE,B
TE,ENERGY,RULE,B
TG,CONSTRUCT,ML_NAME_IMPUTED,C3
SWX,ENERGY,RULE,B
TK,BATTERY,ML_NAME_IMPUTED,C3
TR,SHIP_DEF,RULE,B
SXC,ENERGY,RULE,B
SMWB,SOFTWARE,ML_NAME_IMPUTED,C3
SXI,SHIP_DEF,ML_NAME_IMPUTED,C3
STUB,SOFTWARE,ML_NAME_IMPUTED,C2
STDN,ENERGY,RULE,B
SXT,IT_HW,RULE,B
TNET,TELCO_MEDIA,ML_NAME_IMPUTED,C3
TDAY,CONSTRUCT,ML_NAME_IMPUTED,C2
SPMC,FINANCE,RULE,B
TALO,ENERGY,RULE,B
TRNO,FINANCE,RULE,B
SYF,FINANCE,EXPLICIT,A
TJX,CONSUMER,EXPLICIT,A
SYK,HEALTH_SVC,EXPLICIT,A
TRLV,CHEM_STEEL,ML_NAME_IMPUTED,C3
SYY,CONSUMER,EXPLICIT,A
SOJC,ENERGY,ML_NAME_IMPUTED,C2
TKO,TELCO_MEDIA,EXPLICIT,A
TKR,CONSUMER,ML_NAME_IMPUTED,C2
TECK,CHEM_STEEL,ML_NAME_IMPUTED,C1
SOLV,ENERGY,ML_NAME_IMPUTED,C3
TROX,SOFTWARE,ML_NAME_IMPUTED,C3
SPNT,CHEM_STEEL,ML_NAME_IMPUTED,C3
STWD,FINANCE,RULE,B
STEM,BATTERY,EXPLICIT,A
SSTK,SEMI,ML_NAME_IMPUTED,C3
TMO,HEALTH_SVC,EXPLICIT,A
TEVA,BIO,RULE,B
STVN,TELCO_MEDIA,ML_NAME_IMPUTED,C3
TRAD,IT_HW,RULE,B
TNC,CONSUMER,ML_NAME_IMPUTED,C3
TBBB,CONSUMER,RULE,B
TRAK,CONSUMER,ML_NAME_IMPUTED,C3
TNK,FINANCE,ML_NAME_IMPUTED,C3
TNL,CONSUMER,RULE,B
TGLS,HEALTH_SVC,ML_NAME_IMPUTED,C3
TCBX,FINANCE,RULE,B
SPOT,TELCO_MEDIA,EXPLICIT,A
TFIN,FINANCE,RULE,B
TOL,CONSTRUCT,EXPLICIT,A
TFII,SHIP_DEF,ML_NAME_IMPUTED,C3
SRFM,AUTO,RULE,B
SPRU,ENERGY,RULE,B
TPC,CHEM_STEEL,ML_NAME_IMPUTED,C3
SNA,SHIP_DEF,EXPLICIT,A
TPB,CONSUMER,RULE,B
TPL,SEMI,ML_NAME_IMPUTED,C3
TPR,CONSUMER,EXPLICIT,A
SPCE,SHIP_DEF,ML_NAME_IMPUTED,C3
SNX,BATTERY,ML_NAME_IMPUTED,C3
SOC,CHEM_STEEL,ML_NAME_IMPUTED,C3
SON,AUTO,ML_NAME_IMPUTED,C2
SOS,SOFTWARE,ML_NAME_IMPUTED,C3
TAC,CHEM_STEEL,ML_NAME_IMPUTED,C3
TAP,CONSUMER,RULE,B
SPB,CONSUMER,RULE,B
TRC,CONSUMER,ML_NAME_IMPUTED,C3
SPG,FINANCE,ML_NAME_IMPUTED,C2
SOBO,CHEM_STEEL,ML_NAME_IMPUTED,C3
TRN,SHIP_DEF,RULE,B
TRP,ENERGY,RULE,B
TBB,FINANCE,ML_NAME_IMPUTED,C3
TREX,SHIP_DEF,ML_NAME_IMPUTED,C3
TRU,CONSTRUCT,ML_NAME_IMPUTED,C3
TRV,FINANCE,EXPLICIT,A
TBI,SEMI,ML_NAME_IMPUTED,C3
TBN,CHEM_STEEL,RULE,B
SNOW,SOFTWARE,EXPLICIT,A
TRTX,FINANCE,RULE,B
TISI,CONSUMER,RULE,B
STLA,CHEM_STEEL,ML_NAME_IMPUTED,C3
SUNB,HEALTH_SVC,ML_NAME_IMPUTED,C3
TLYS,CONSUMER,ML_NAME_IMPUTED,C3
TCI,FINANCE,RULE,B
TRGP,CHEM_STEEL,RULE,B
SRE,ENERGY,EXPLICIT,A
TFPM,CHEM_STEEL,RULE,B
SRG,FINANCE,RULE,B
SRI,CONSUMER,ML_NAME_IMPUTED,C3
SRL,CHEM_STEEL,RULE,B
TDC,SEMI,ML_NAME_IMPUTED,C3
TDG,SHIP_DEF,EXPLICIT,A
SPGI,FINANCE,EXPLICIT,A
TDS,IT_HW,RULE,B
SSB,FINANCE,RULE,B
SSD,AUTO,ML_NAME_IMPUTED,C1
TDW,SHIP_DEF,ML_NAME_IMPUTED,C3
TDY,IT_HW,RULE,B
SNAP,SOFTWARE,EXPLICIT,A
SST,SOFTWARE,ML_NAME_IMPUTED,C2
TEL,IT_HW,EXPLICIT,A
STNG,CHEM_STEEL,ML_NAME_IMPUTED,C3
TEN,ENERGY,RULE,B
TVC,ENERGY,RULE,B
TVE,FINANCE,ML_NAME_IMPUTED,C3
VRTS,HEALTH_SVC,ML_NAME_IMPUTED,C3
WLK,BATTERY,ML_NAME_IMPUTED,C3
VIRT,FINANCE,RULE,B
VGNT,AUTO,ML_NAME_IMPUTED,C2
UHT,HEALTH_SVC,RULE,B
UHS,HEALTH_SVC,EXPLICIT,A
TWI,SHIP_DEF,ML_NAME_IMPUTED,C2
WMB,ENERGY,EXPLICIT,A
WMK,SEMI,ML_NAME_IMPUTED,C3
WMS,IT_HW,RULE,B
UIS,CONSTRUCT,ML_NAME_IMPUTED,C3
WNC,CONSTRUCT,ML_NAME_IMPUTED,C2
TXT,SHIP_DEF,EXPLICIT,A
U,SOFTWARE,EXPLICIT,A
V,FINANCE,EXPLICIT,A
VSXY,SEMI,ML_NAME_IMPUTED,C3
W,SOFTWARE,ML_NAME_IMPUTED,C2
VLO,ENERGY,EXPLICIT,A
VLN,SEMI,RULE,B
WRBY,SOFTWARE,ML_NAME_IMPUTED,C2
TYL,IT_HW,RULE,B
TSLX,FINANCE,ML_NAME_IMPUTED,C3
VMC,CONSTRUCT,EXPLICIT,A
VICI,FINANCE,RULE,B
VMI,SHIP_DEF,RULE,B
VATE,CHEM_STEEL,ML_NAME_IMPUTED,C3
WOLF,SEMI,EXPLICIT,A
WOR,CONSTRUCT,ML_NAME_IMPUTED,C3
TT,IT_HW,RULE,B
TU,CHEM_STEEL,ML_NAME_IMPUTED,C3
TTAM,CONSTRUCT,ML_NAME_IMPUTED,C3
WPC,FINANCE,RULE,B
UA,SOFTWARE,ML_NAME_IMPUTED,C2
UE,FINANCE,RULE,B
UI,IT_HW,EXPLICIT,A
WPM,CHEM_STEEL,RULE,B
VNO,FINANCE,RULE,B
UP,SOFTWARE,ML_NAME_IMPUTED,C2
ULS,IT_HW,RULE,B
VNT,ENERGY,ML_NAME_IMPUTED,C3
VOC,FINANCE,RULE,B
UMH,FINANCE,RULE,B
VG,SOFTWARE,ML_NAME_IMPUTED,C3
WAB,IT_HW,RULE,B
WAL,FINANCE,RULE,B
VZ,TELCO_MEDIA,EXPLICIT,A
WRB,CHEM_STEEL,ML_NAME_IMPUTED,C3
WAT,SHIP_DEF,ML_NAME_IMPUTED,C3
UNF,CONSTRUCT,ML_NAME_IMPUTED,C3
VPG,TELCO_MEDIA,ML_NAME_IMPUTED,C3
WD,CONSUMER,ML_NAME_IMPUTED,C3
UNH,HEALTH_SVC,EXPLICIT,A
WH,CONSUMER,RULE,B
UNM,TELCO_MEDIA,ML_NAME_IMPUTED,C3
UNP,CONSTRUCT,EXPLICIT,A
WM,FINANCE,ML_NAME_IMPUTED,C2
WBI,CONSTRUCT,RULE,B
WELL,SEMI,ML_NAME_IMPUTED,C3
WBX,SOFTWARE,ML_NAME_IMPUTED,C2
USNA,HEALTH_SVC,RULE,B
WCC,SHIP_DEF,EXPLICIT,A
VAC,CONSTRUCT,ML_NAME_IMPUTED,C3
VAL,ENERGY,ML_NAME_IMPUTED,C3
WCN,CHEM_STEEL,ML_NAME_IMPUTED,C3
VMRK,FINANCE,ML_NAME_IMPUTED,C2
UPS,CONSTRUCT,EXPLICIT,A
VRT,IT_HW,EXPLICIT,A
UAMY,CONSTRUCT,ML_NAME_IMPUTED,C1
VSH,SEMI,ML_NAME_IMPUTED,C3
USPH,BIO,ML_NAME_IMPUTED,C3
VTOL,TELCO_MEDIA,ML_NAME_IMPUTED,C3
UAA,SOFTWARE,ML_NAME_IMPUTED,C2
VST,ENERGY,EXPLICIT,A
UNFI,CONSUMER,RULE,B
UAN,CHEM_STEEL,ML_NAME_IMPUTED,C3
WES,CONSTRUCT,ML_NAME_IMPUTED,C3
WEX,SHIP_DEF,ML_NAME_IMPUTED,C3
URI,SHIP_DEF,EXPLICIT,A
VTS,ENERGY,RULE,B
VTR,SEMI,ML_NAME_IMPUTED,C3
WFC,FINANCE,EXPLICIT,A
WFG,ENERGY,ML_NAME_IMPUTED,C3
TWLO,SOFTWARE,EXPLICIT,A
TXNM,ENERGY,RULE,B
USB,FINANCE,EXPLICIT,A
VECA,FINANCE,RULE,B
UBS,CONSTRUCT,ML_NAME_IMPUTED,C3
USAC,CONSTRUCT,ML_NAME_IMPUTED,C3
UHAL.B,CONSUMER,ML_NAME_IMPUTED,C3
UCB,FINANCE,ML_NAME_IMPUTED,C3
VEL,FINANCE,RULE,B
VET,ENERGY,RULE,B
VEEV,IT_HW,RULE,B
UTI,IT_HW,ML_NAME_IMPUTED,C3
UTL,CONSTRUCT,ML_NAME_IMPUTED,C3
VFC,CHEM_STEEL,ML_NAME_IMPUTED,C3
WHD,SOFTWARE,ML_NAME_IMPUTED,C2
VVV,SOFTWARE,ML_NAME_IMPUTED,C3
WHG,TELCO_MEDIA,ML_NAME_IMPUTED,C3
VLTO,CHEM_STEEL,ML_NAME_IMPUTED,C3
VVX,CONSTRUCT,ML_NAME_IMPUTED,C3
UTZ,CONSUMER,RULE,B
UWMC,TELCO_MEDIA,ML_NAME_IMPUTED,C3
WHR,CONSUMER,EXPLICIT,A
UDR,SEMI,ML_NAME_IMPUTED,C3
VOYA,FINANCE,RULE,B
WEAV,TELCO_MEDIA,RULE,B
TSN,CONSUMER,RULE,B
VOYG,IT_HW,RULE,B
TSQ,TELCO_MEDIA,RULE,B
TTC,SHIP_DEF,EXPLICIT,A
TTE,SOFTWARE,ML_NAME_IMPUTED,C3
UVE,FINANCE,RULE,B
TTI,IT_HW,RULE,B
UVV,IT_HW,ML_NAME_IMPUTED,C3
VSTS,BATTERY,ML_NAME_IMPUTED,C3
VHI,SEMI,ML_NAME_IMPUTED,C3
UFI,CONSTRUCT,ML_NAME_IMPUTED,C3
UHAL,CONSUMER,ML_NAME_IMPUTED,C3
VTEX,SOFTWARE,ML_NAME_IMPUTED,C3
UBER,CONSTRUCT,EXPLICIT,A
WKC,CONSTRUCT,ML_NAME_IMPUTED,C3
VIA,CONSTRUCT,RULE,B
VYX,CHEM_STEEL,ML_NAME_IMPUTED,C3
UGI,CHEM_STEEL,ML_NAME_IMPUTED,C3
VII,FINANCE,RULE,B
VIK,SOFTWARE,ML_NAME_IMPUTED,C3
USFD,CONSUMER,EXPLICIT,A
WEC,ENERGY,EXPLICIT,A
WENC,ENERGY,ML_NAME_IMPUTED,C3
WGO,SHIP_DEF,RULE,B
WHK,CHEM_STEEL,RULE,B
WK,SOFTWARE,ML_NAME_IMPUTED,C1
WLY,SOFTWARE,ML_NAME_IMPUTED,C3
WLYB,SOFTWARE,ML_NAME_IMPUTED,C3
WS,CHEM_STEEL,RULE,B
ZIP,SOFTWARE,ML_NAME_IMPUTED,C2
XPER,CONSTRUCT,ML_NAME_IMPUTED,C3
XZO,TELCO_MEDIA,ML_NAME_IMPUTED,C3
WTI,SOFTWARE,ML_NAME_IMPUTED,C3
WTM,FINANCE,RULE,B
XRN,FINANCE,RULE,B
